model_name,val_auc,test_auc,test_f1,test_precision,test_recall,framework,model_status,best_model,auc_rank,auc_gap_vs_best,auc_lift_vs_logreg,bootstrap_acc_ci_low,bootstrap_acc_ci_high,business_metric_expected_arrest_gain,train_rows,val_rows,test_rows,test_positive_rows,train_positive_rate,val_positive_rate,test_positive_rate,run_ts
sklearn_logistic,,0.8046823794475655,0.480225988700565,0.8673469387755102,0.33203125,sklearn,trained,0,1,0.0,0.004876594686330726,0.8749214330609679,0.8944060339409177,170.0,18003,3857,3182,512,0.1430317169360662,0.141042260824475,0.16090509113764928,2026-02-28T23:17:09.341+05:30
gbt,0.7896363589957563,0.8045221793071159,0.8594204382451356,0.8831529203622226,0.88340666247643,mllib,trained,1,2,1.6020014044959563E-4,0.004716394545881131,0.8749214330609679,0.8944060339409177,452.30421118793214,18003,3857,3182,512,0.1430317169360662,0.141042260824475,0.16090509113764928,2026-02-28T23:17:09.341+05:30
logistic_regression,0.7930359568366995,0.7998057847612348,0.8532645974549957,0.8868868342192555,0.8812067881835324,mllib,trained,0,3,0.004876594686330726,0.0,0.8749214330609679,0.8944060339409177,451.1778755499686,18003,3857,3182,512,0.1430317169360662,0.141042260824475,0.16090509113764928,2026-02-28T23:17:09.341+05:30
random_forest,0.7870265975391062,0.7933765654260299,0.7656812736372101,0.7040802660787167,0.8390949088623507,mllib,trained,0,4,0.011305814021535632,-0.006429219335204905,0.8749214330609679,0.8944060339409177,429.61659333752357,18003,3857,3182,512,0.1430317169360662,0.141042260824475,0.16090509113764928,2026-02-28T23:17:09.341+05:30
